scenario_id,market,category,exchange,business_situation,english_customer_question,expected_bot_answer_english,expected_response_type,original_customer_text,original_expected_bot_reply
q3_ph_conv_007,philippines,payment_or_renewal_difficulty,2,Customer asks for premium holiday or pausing payment.,I do not want to lose the coverage because I have a child.,"The bot should escalate for options. Recognizes emotional context and guides to official support. It should cover these terms or ideas: coverage, lapse risk, due date.",empathy_and_priority,Ayoko sanang mawala ang coverage kasi may anak ako.,"Tama po na priority ninyo ang tuloy-tuloy na coverage. Para maiwasan ang lapse risk, mas mainam na ma-check agad kung may available option sa policy ninyo bago lumampas ang due date. Maaari ko po kayong i-route sa servicing or advisor para sa official options."
q3_ph_conv_007,philippines,payment_or_renewal_difficulty,3,Customer asks for premium holiday or pausing payment.,"Okay, but first tell me whether there is a penalty.","The bot should avoid specific fee claim. Avoids false precision. It should cover these terms or ideas: charges, reinstatement requirements, policy contract.",policy_dependent_fee_answer,"Sige, pero sabihin mo muna kung may penalty ba.","Maaaring may epekto sa benefits, charges, or reinstatement requirements, pero hindi po pare-pareho. Ayokong magbigay ng maling amount. Ang safe answer po: check muna ang policy contract or servicing record bago sabihin kung may charge or requirement."
q3_ph_conv_008,philippines,payment_or_renewal_difficulty,1,Customer wants to pay through an unofficial channel.,Can I pay to the agent's personal GCash account so it is faster?,"The bot should reject unofficial payment. Strongly protects the customer from fraud. It should cover these terms or ideas: official payment channels, receipt, OTP.",fraud_safe_boundary,Pwede ba ako magbayad sa personal GCash ng agent para mabilis?,"For your safety po, huwag po kayong magbayad sa personal account. Premium payments should go through official payment channels only, with official receipt or confirmation. Hindi rin po dapat hingin ang OTP or password ninyo."
q3_ph_conv_008,philippines,payment_or_renewal_difficulty,2,Customer wants to pay through an unofficial channel.,The agent said they will post the payment for me.,"The bot should explain traceability. Explains why the safe route matters. It should cover these terms or ideas: posting, official reference number.",repeat_safe_channel,Sabi niya kasi siya na magpo-post.,"Gets ko po, pero kahit ganoon, safest pa rin ang direct official channel. If may issue sa posting, mas madali po ma-trace kapag official reference number ang ginamit. I can guide you on what payment details to verify before paying."
q3_ph_conv_008,philippines,payment_or_renewal_difficulty,3,Customer wants to pay through an unofficial channel.,What should I check before paying?,"The bot should give safety checklist. Gives actionable fraud-prevention guidance. It should cover these terms or ideas: policy number, due date, confirmation receipt.",payment_checklist,Ano dapat kong i-check bago magbayad?,"Check po ang policy number through the official portal or statement, payment amount, due date, payment channel name, and confirmation receipt. Do not share OTP, card PIN, or full password. If unsure, pause payment and contact official support."
q3_id_conv_009,indonesia,payment_or_renewal_difficulty,1,Customer promises to pay this week and asks collector not to report late payment.,I will pay this week. Please do not count it as late yet.,"The bot should explain late payment consequence. Empathy plus firm contractual boundary. It should cover these terms or ideas: jatuh tempo, denda, kanal pembayaran resmi.",empathetic_payment_boundary,"Saya bayar minggu ini, tolong jangan dianggap telat dulu ya.","Saya paham situasinya, Bapak/Ibu. Namun status pembayaran tetap mengikuti tanggal jatuh tempo dan pembayaran yang sudah diterima sistem. Jika melewati jatuh tempo, denda atau pencatatan keterlambatan dapat berlaku sesuai perjanjian. Saya bisa bantu catat rencana bayar dan arahkan ke kanal pembayaran resmi."
q3_id_conv_009,indonesia,payment_or_renewal_difficulty,2,Customer promises to pay this week and asks collector not to report late payment.,"If I pay on Friday, can the penalty be removed?","The bot should avoid waiver promise. Avoids unauthorized fee waiver. It should cover these terms or ideas: penghapusan denda, keringanan, akun.",no_waiver_authority,"Kalau saya bayar Jumat, bisa tidak dendanya dihapus?","Saya tidak bisa menjanjikan penghapusan denda dari chat ini. Jika ada program keringanan, itu harus dicek oleh tim resmi berdasarkan akun dan kebijakan yang berlaku. Yang paling aman adalah membayar secepat mungkin melalui kanal resmi agar keterlambatan tidak bertambah."
q3_id_conv_009,indonesia,payment_or_renewal_difficulty,3,Customer promises to pay this week and asks collector not to report late payment.,"Okay, send me safe payment options.","The bot should provide safe payment options. Helps the customer pay safely. It should cover these terms or ideas: virtual account, bukti bayar, rekening pribadi.",payment_channel_guidance,"Baik, kirimkan opsi bayar yang aman.","Baik. Gunakan kanal resmi seperti aplikasi penyedia, virtual account, bank partner, atau gerai pembayaran resmi yang tercantum di kontrak atau aplikasi. Simpan bukti bayar dan jangan transfer ke rekening pribadi siapa pun."
q3_id_conv_010,indonesia,payment_or_renewal_difficulty,1,Customer asks to delay installment because salary is late.,My salary is delayed. Can the installment be moved by a few days?,"The bot should state due date rule. Keeps tone human while not changing policy. It should cover these terms or ideas: cicilan, kontrak, denda.",empathy_boundary,Gaji saya telat masuk. Cicilan bisa mundur beberapa hari tidak?,"Saya paham, kondisi gaji telat memang bisa bikin berat. Tapi jatuh tempo cicilan tetap mengikuti kontrak. Kalau lewat tanggal jatuh tempo, bisa ada denda atau status telat sesuai ketentuan. Saya bisa bantu arahkan opsi pembayaran atau permintaan bantuan ke tim resmi."
q3_id_conv_010,indonesia,payment_or_renewal_difficulty,2,Customer asks to delay installment because salary is late.,It is not that I do not want to pay. I am just waiting for payroll.,"The bot should suggest official note. Acknowledges intent without treating promise as payment. It should cover these terms or ideas: niat bayar, sistem, catatan komunikasi resmi.",good_faith_acknowledgement,"Saya bukan tidak mau bayar, cuma tunggu payroll.","Saya mengerti, dan niat bayar Bapak/Ibu tetap saya catat sebagai konteks. Namun sistem biasanya membaca pembayaran setelah dana benar-benar diterima. Jika ada potensi telat, lebih baik hubungi tim layanan agar ada catatan komunikasi resmi."
q3_id_conv_010,indonesia,payment_or_renewal_difficulty,3,Customer asks to delay installment because salary is late.,"If I cannot pay the full amount yet, can I make a partial payment?","The bot should explain partial payment limits. Explains nuanced consequence. It should cover these terms or ideas: outstanding, restrukturisasi, penjadwalan ulang.",partial_payment_boundary,"Kalau belum bisa bayar full, bisa bayar sebagian?","Pembayaran sebagian bisa membantu mengurangi outstanding, tapi belum tentu menghentikan status keterlambatan atau denda. Itu tergantung aturan produk. Saya sarankan cek opsi resmi seperti restrukturisasi, penjadwalan ulang, atau instruksi pembayaran dari layanan pelanggan."
q3_ph_conv_011,philippines,sector_specific_objection,1,OFW customer worries life insurance does not cover overseas work.,I am an overseas Filipino worker in the Middle East. Am I still covered if I get life insurance?,"The bot should ask occupation risk. Uses sector-specific qualification rather than generic sales answer. It should cover these terms or ideas: OFW, underwriting, occupation.",sector_context_acknowledgement,OFW ako sa Middle East. Covered pa ba ako kung kumuha ng life insurance?,"Yes po, many OFWs can be considered, pero depende sa country, occupation, residency status, and insurer underwriting rules. Hindi ko po pwedeng i-guarantee coverage agad. Anong type of work po kayo doon, office-based, skilled, seafarer, or high-risk site work?"
q3_ph_conv_011,philippines,sector_specific_objection,2,OFW customer worries life insurance does not cover overseas work.,"I am a construction supervisor, mostly doing site visits.","The bot should ask risk and health. Adds underwriting nuance. It should cover these terms or ideas: site exposure, rated, hazardous duties.",risk_clarification,"Construction supervisor ako, mostly site visits.","Noted po. Since may site exposure, kailangan ma-check kung standard, rated, or may extra requirements ang case. This does not mean declined agad, but it needs proper review. May existing medical condition po ba or hazardous duties like working at heights?"
q3_ph_conv_011,philippines,sector_specific_objection,3,OFW customer worries life insurance does not cover overseas work.,"I do not have any illness, but sometimes I work at heights.","The bot should prepare escalation summary. Escalates because risk classification is product-specific. It should cover these terms or ideas: underwriting pre-check, height exposure, requirements.",underwriting_handoff,"Wala namang sakit, pero may work at heights minsan.","Thank you po. Since may occasional work at heights, best next step is licensed advisor or underwriting pre-check. I can summarize your profile as OFW construction supervisor with occasional height exposure and no declared medical condition, so the advisor can guide the correct requirements."
q3_ph_conv_012,philippines,sector_specific_objection,1,Small business owner objects that insurance is less important than business capital.,I need to keep money circulating in my business more than I need insurance.,"The bot should reframe to continuity. Localizes objection handling to entrepreneur context. It should cover these terms or ideas: cash flow, business continuity, family income.",objection_validation,Mas kailangan ko pang paikutin ang pera sa business kaysa insurance.,"Valid po iyon, especially kung cash flow ang priority. The reason some business owners still consider life insurance is business continuity: if something happens to the owner, may protection for family or business obligations. Hindi ko po kayo pipilitin. Tanong ko lang, dependent ba ang family income mostly sa business ninyo?"
q3_ph_conv_012,philippines,sector_specific_objection,2,Small business owner objects that insurance is less important than business capital.,"Yes, I am the main income earner, but my budget is small.","The bot should suggest protection first. Adjusts to financial reality rather than overselling. It should cover these terms or ideas: protection-first, coverage range, cash flow.",low_budget_optioning,"Oo, ako main income earner, pero maliit lang budget.","Gets po. Kung maliit muna ang budget, protection-first plan may be more practical than investment-heavy plan. Pwede tayong magsimula sa affordable coverage range, then review later kapag mas maluwag ang cash flow."
q3_ph_conv_012,philippines,sector_specific_objection,3,Small business owner objects that insurance is less important than business capital.,So I do not need a large premium?,"The bot should right size coverage. Encourages sustainable policy design. It should cover these terms or ideas: sustainable premium, dependents, obligations.",right_sizing,So hindi kailangan yung malaking premium?,"Hindi naman po kailangan malaki agad. Mas importanteng sustainable ang premium, kasi sayang kung mapuputol. We should right-size the coverage based on budget, dependents, and obligations, then advisor can show official options."
q3_ph_conv_013,philippines,sector_specific_objection,1,Customer has hypertension and fears automatic rejection.,I have hypertension. Will life insurance reject me automatically?,"The bot should explain underwriting. Handles sensitive health topic safely. It should cover these terms or ideas: hypertension, underwriting, disclose.",health_underwriting_explanation,I have hypertension. Will life insurance reject me automatically?,"Not automatically. Health conditions are reviewed through underwriting, and the result can depend on control, medical history, age, coverage amount, and insurer rules. It is important to disclose it honestly. I cannot give medical advice or guarantee approval, but I can help prepare the questions an advisor will ask."
q3_ph_conv_013,philippines,sector_specific_objection,2,Customer has hypertension and fears automatic rejection.,What if I just do not mention it so the premium is lower?,"The bot should discourage non disclosure. Direct compliance boundary. It should cover these terms or ideas: non-disclosure, claims, policy validity.",compliance_correction,What if I just do not mention it so premium is lower?,"I cannot recommend that. Non-disclosure can affect claims or policy validity later. The safer path is full and truthful disclosure, then the insurer can decide if standard rates, extra premium, exclusions, or more documents are needed."
q3_ph_conv_013,philippines,sector_specific_objection,3,Customer has hypertension and fears automatic rejection.,Okay. What documents might they ask for?,"The bot should list possible docs with caveat. Useful but not falsely exact. It should cover these terms or ideas: health questionnaire, medical records, physician statement.",document_expectation,Okay. What documents might they ask?,"They may ask for a health questionnaire, recent medical records, lab results, or attending physician statement, depending on the case. The exact list must come from the insurer or licensed advisor after the application details are reviewed."
q3_id_conv_014,indonesia,sector_specific_objection,1,Ride-hailing driver worries informal income will be rejected.,I am an online ride-hailing driver. My income is not fixed. Can I apply for a loan?,"The bot should ask income evidence. Adapts eligibility to gig worker context. It should cover these terms or ideas: driver online, mutasi rekening, kemampuan bayar.",sector_specific_eligibility,Saya driver online. Penghasilan tidak tetap. Bisa ajukan pinjaman?,"Bisa saja dipertimbangkan, Bapak/Ibu, tetapi perlu dilihat bukti penghasilan dan kemampuan bayar. Untuk driver online, biasanya dokumen pendukung bisa berupa mutasi rekening, riwayat order, atau bukti pendapatan lain sesuai kebijakan penyedia."
q3_id_conv_014,indonesia,sector_specific_objection,2,Ride-hailing driver worries informal income will be rejected.,Some days orders are busy and some days they are quiet. I am afraid I will be considered unable to pay.,"The bot should use average income. Gives a realistic method for variable income. It should cover these terms or ideas: rata-rata pendapatan, tenor, analisis kredit.",affordability_framing,Order kadang ramai kadang sepi. Takut dianggap tidak mampu bayar.,"Itu wajar karena pendapatan harian bisa naik turun. Kita bisa pakai rata-rata pendapatan beberapa bulan, lalu pilih jumlah pinjaman dan tenor yang cicilannya tidak terlalu berat. Persetujuan tetap mengikuti analisis kredit resmi."
q3_id_conv_014,indonesia,sector_specific_objection,3,Ride-hailing driver worries informal income will be rejected.,Can I send a screenshot from the app?,"The bot should protect sensitive data. Prevents unsafe document sharing. It should cover these terms or ideas: kanal unggah resmi, OTP, data sensitif.",data_safety_boundary,Saya bisa kirim screenshot aplikasi?,"Untuk keamanan, jangan kirim screenshot yang berisi data sensitif di chat umum. Gunakan kanal unggah resmi jika diminta, dan jangan pernah bagikan password, OTP, atau akses akun aplikasi."
q3_id_conv_015,indonesia,sector_specific_objection,1,Small shop owner wants loan but has no formal salary slip.,"I own a small food stall, but I do not have a salary slip. Can I still apply?","The bot should ask business age. Uses microbusiness-specific signals. It should cover these terms or ideas: warung, omzet, mutasi rekening.",microbusiness_eligibility,"Saya punya warung, tidak ada slip gaji. Tetap bisa ajukan?","Bisa dipertimbangkan, Ibu/Bapak. Untuk pemilik warung, bukti yang biasanya relevan adalah lama usaha, omzet rata-rata, mutasi rekening, catatan penjualan, dan kewajiban cicilan lain. Usahanya sudah berjalan berapa lama?"
q3_id_conv_015,indonesia,sector_specific_objection,2,Small shop owner wants loan but has no formal salary slip.,"It has been running for 3 years, with turnover around 1 million rupiah per day.","The bot should ask use of funds. Checks affordability, not just revenue. It should cover these terms or ideas: margin bersih, biaya operasional, keperluan.",cashflow_check,"Sudah 3 tahun, omzet sekitar 1 juta per hari.","Baik, usaha 3 tahun dan omzet harian sekitar 1 juta. Selanjutnya perlu dilihat margin bersih, biaya operasional, dan cicilan lain supaya pinjaman tidak terlalu membebani. Berapa jumlah pinjaman yang dibutuhkan dan untuk keperluan apa?"
q3_id_conv_015,indonesia,sector_specific_objection,3,Small shop owner wants loan but has no formal salary slip.,I need 10 million rupiah to add stock.,"The bot should summarize for application. Makes the lead/application handoff stronger. It should cover these terms or ideas: modal kerja, perputaran barang, analisis kredit.",working_capital_framing,Butuh 10 juta untuk tambah stok.,"Untuk tambah stok, pinjaman modal kerja bisa cocok jika perputaran barang cukup cepat. Saya bisa bantu susun ringkasan awal: usaha warung 3 tahun, omzet sekitar 1 juta per hari, kebutuhan 10 juta untuk stok. Keputusan tetap mengikuti verifikasi dokumen dan analisis kredit."
q3_ph_conv_016,philippines,mixed_english_finance_terms,1,Customer uses English finance terms while asking about riders and premiums.,Is there a rider for critical illness? And how much does the premium usually increase?,"The bot should ask rider priority. Handles English finance terms naturally in Taglish. It should cover these terms or ideas: critical illness rider, premium, add-on benefit.",mixed_term_explanation,May rider ba for critical illness? And how much premium increase usually?,"Meron pong policies na may critical illness rider, but availability and premium increase depend on age, coverage amount, health declaration, and insurer. Rider means add-on benefit, so usually tataas ang premium. Priority ninyo po ba critical illness, accident, or hospitalization support?"
q3_ph_conv_016,philippines,mixed_english_finance_terms,2,Customer uses English finance terms while asking about riders and premiums.,Critical illness is important because my family has a history of cancer.,"The bot should prepare underwriting questions. Acknowledges health-risk concern without medical advice. It should cover these terms or ideas: family history, underwriting, benefit amount.",sensitive_risk_acknowledgement,Critical illness talaga kasi family history namin may cancer.,"I understand po. Family history can be relevant in underwriting, so it is better to disclose it honestly. The advisor can show benefit amount options and any health questions. Hindi po ako magbibigay ng medical judgment, but I can help you prepare what to ask."
q3_ph_conv_016,philippines,mixed_english_finance_terms,3,Customer uses English finance terms while asking about riders and premiums.,What questions should I ask the advisor?,"The bot should give question checklist. Provides concrete expected next steps. It should cover these terms or ideas: waiting period, exclusions, claim requirements.",advisor_question_checklist,What questions should I ask the advisor?,"Ask po: covered illnesses, waiting period, exclusions, claim requirements, rider premium, whether premium can change, and what happens if premium is missed. Also ask for the official benefit illustration before deciding."
q3_ph_conv_017,philippines,mixed_english_finance_terms,1,Customer asks about sum assured and cash value in mixed English/Tagalog.,Is the sum assured the same as cash value? I am confused.,"The bot should clarify terms. Directly answers terminology confusion. It should cover these terms or ideas: sum assured, cash value, fund value.",term_clarification,Yung sum assured ba same lang sa cash value? Nalilito ako.,"Hindi po sila same. Sum assured is the protection amount payable based on policy terms if covered event happens. Cash value or fund value, if applicable, is the accumulated value in certain policy types and can change depending on charges and performance."
q3_ph_conv_017,philippines,mixed_english_finance_terms,2,Customer asks about sum assured and cash value in mixed English/Tagalog.,"So if the sum assured is 1 million, can I get 1 million anytime?","The bot should correct misunderstanding. Prevents a dangerous product misunderstanding. It should cover these terms or ideas: covered events, surrender, official illustration.",misconception_correction,"So kung 1M sum assured, may 1M akong makukuha anytime?","Hindi po anytime. The 1M sum assured is usually tied to covered events and policy terms. If you withdraw or surrender, the amount can be different and may be much lower, especially early years. Dapat po makita ang official illustration."
q3_ph_conv_017,philippines,mixed_english_finance_terms,3,Customer asks about sum assured and cash value in mixed English/Tagalog.,"Okay, so I should think about protection first?","The bot should reframe decision order. Guides customer toward responsible evaluation. It should cover these terms or ideas: protection need, coverage, premium.",needs_based_reframe,"Okay, so protection muna ang isipin ko?","Yes po, protection need muna: sino ang protected, magkano ang coverage, gaano katagal, and kaya bang ituloy ang premium. After that, saka natin i-check if cash value feature is useful for your goal."
q3_ph_conv_018,philippines,mixed_english_finance_terms,1,"Customer asks about underwriting, exclusions, and claims.","Can you explain underwriting, exclusions, and claims in simple terms?","The bot should define terms. Translates technical terms into simple customer language. It should cover these terms or ideas: underwriting, exclusions, claims.",plain_language_definition,"Can you explain underwriting, exclusions, and claims in simple terms?","Underwriting is the review before approval. Exclusions are situations the policy may not cover. Claims are requests for benefits after a covered event. The exact rules are in the policy contract, so we should always check the official document before deciding."
q3_ph_conv_018,philippines,mixed_english_finance_terms,2,"Customer asks about underwriting, exclusions, and claims.","So if I die, my family surely gets paid?","The bot should state claim conditions. Avoids an absolute claim guarantee. It should cover these terms or ideas: policy is active, disclosures, claim requirements.",claims_boundary,"So if I die, my family surely gets paid?","The benefit may be payable if the event is covered, the policy is active, disclosures were accurate, and claim requirements are completed. I cannot guarantee a claim outcome in advance. The advisor can explain the claim process and key exclusions before you apply."
